"ID","Pedigree","Comments","INDV","F_MISS","acc_v2.7","id_v2.7"
"PI 639931","TZSTRI107","other","PI639931:250033474",0.138612,"PI639931",250033474
"PI 639936","TZSTRI112","other","PI639936:250040771",0.21582,"PI639936",250040771
"PI 639936","TZSTRI112","other","PI639936:250032046",0.218019,"PI639936",250032046
"PI 639937","TZSTRI113","other","PI639937:250033312",0.212253,"PI639937",250033312
"PI 639937","TZSTRI113","other","PI639937:250042346",0.232808,"PI639937",250042346
"PI 639938","TZSTRI114","other","PI639938:250032189",0.232074,"PI639938",250032189
"PI 639938","TZSTRI114","other","PI639938:250042335",0.233019,"PI639938",250042335
"PI 641068","TZEI 8","other","PI641068:250033323",0.32851,"PI641068",250033323
"PI 641068","TZEI 8","other","PI641068:250041979",0.362603,"PI641068",250041979
"PI 641070","TZEI 10","other","PI641070:250032048",0.315601,"PI641070",250032048
"PI 641071","TZEI 11","other","PI641071:250032088",0.190635,"PI641071",250032088
"PI 641072","TZEI 12","other","PI641072:250031941",0.215431,"PI641072",250031941
"PI 641226","Hi44","other","PI641226:250032967",0.164724,"PI641226",250032967
"PI 641229","Hi47","other","PI641229:250031189",0.106141,"PI641229",250031189
"PI 641238","Hi56","other","PI641238:250033068",0.385975,"PI641238",250033068
"PI 641242","Hi60","other","PI641242:250031404",0.0760609,"PI641242",250031404
"PI 641243","Hi61","other","PI641243:250033185",0.210296,"PI641243",250033185
"PI 641249","Hi67","other","PI641249:250033456",0.186732,"PI641249",250033456
"PI 641253","TZEEI 3","other","PI641253:250032066",0.370739,"PI641253",250032066
"PI 641254","TZEEI 4","other","PI641254:250032068",0.314273,"PI641254",250032068
"PI 641256","TZEEI 6","other","PI641256:250031931",0.502606,"PI641256",250031931
"PI 644100","Florida 32","sweet corn","PI644100:250031905",0.174158,"PI644100",250031905
"PI 644101","LH1","other","PI644101:250031192",0.115933,"PI644101",250031192
"PI 644102","P737M20","sweet corn","PI644102:250032527",0.174479,"PI644102",250032527
"PI 648423","58611 Inbred A632","other","PI648423:250033433",0.356234,"PI648423",250033433
"PI 648424","58609 A632 (Meth) Bc5S4","other","PI648424:250033551",0.0917468,"PI648424",250033551
"PI 648425","58610 A632 (Meth) Bc5S4","other","PI648425:250031948",0.0869209,"PI648425",250031948
"PI 648426","58612 Inbred B73","other","PI648426:250031668",0.026739,"PI648426",250031668
"PI 648427","58613 B73 (Meth) Bc5S4","other","PI648427:250031390",0.0235676,"PI648427",250031390
"PI 648428","58614 B73 (Meth) Bc5S4","other","PI648428:250033674",0.0226285,"PI648428",250033674
"PI 648429","58615 B73 (Meth) Bc5S4","other","PI648429:250033862",0.0336699,"PI648429",250033862
"PI 648430","58801 Inbred Mo17","other","PI648430:250031683",0.0576816,"PI648430",250031683
"PI 648432","58803 Mo17 (Meth) BcS3","other","PI648432:250034694",0.0623008,"PI648432",250034694
"PI 654048","TZAR101","other","PI654048:250032002",0.182845,"PI654048",250032002
